RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;DIRECCION;NRO;COMUNA;HABILITADO_SUFRAGAR;ES_VOCAL_MESA;NRO_MESA
21056241;9;Gerardo Ignacio;Bobadilla;Figueroa;11;12;1986;GUADALUPE;2323;LO ESPEJO;1;0;4
16019329;8;Carolina Constanza;Carrasco;Soto;27;5;2004;JOSE JOAQUIN PEREZ;8852;CERRO NAVIA;1;1;2
12085962;5;Francisco Eugenia;Araya;Aguirre;24;11;1984;MARQUEZ DE MONTEPIO;8998;CERRO NAVIA;1;0;13
21157374;0;Romina Valeria;Zuñiga;Rios;17;2;2007;LOS GREMIOS;738;RENCA;1;1;12
20202113;1;Luz Eliana del Carmen;Soto;Linderos;23;5;2006;AV. INDEPENDENCIA;475;CONCHALI;1;0;14
17316609;5;Maria Jesús;Valdivia;Montero;23;4;2003;NAVIDAD;2841;PEDRO AGUIRRE CERDA;1;1;9
18731040;7;Yerko Patricio;Jelves;Ruiz;18;9;1958;MARILUAN;5843;PEDRO AGUIRRE CERDA;1;0;4
19892898;4;Sebastian Antonio;Bunster;Ramirez;28;2;1972;SANTA RAQUEL;5980;LA FLORIDA;1;0;10
19905073;7;Rodrigo Andres;Martínez;Andrade;12;3;1990;NICOLAS DE GARNICA;7640;RECOLETA;1;0;4
20454501;4;Catalina Isadora;Delgado;Bravo;16;4;1986;DE LA VICTORIA;7973;MAIPU;0;0;1
19670989;4;Antonia Alejandra;Cabezas;Vallejos;18;11;1988;RICARDO CUMMING;4942;SANTIAGO;1;0;4
21667528;2;Romina Jesus;Rojas;Mella;25;10;2002;VOLCAN LLAIMA;8553;LA FLORIDA;1;0;5
22057372;9;Sebastián Javier;Tiredes;Ferrada;26;2;2006;GRECIA;4583;MAIPU;1;0;4
21246557;7;Ignacio Jesús Alfredo;-;Bazan;11;1;2005;COLON;1356;LAS CONDES;1;0;4
22041835;9;Guillermo Ignacio;Gutiérrez;Parra;26;3;2002;GENERAL BAQUEDANO;1255;SANTIAGO;1;1;15
21377464;6;Tamara Teresa de Jesús;Ramírez;Ortiz;23;1;1987;MAR CASPIO;5378;CERRO NAVIA;1;0;9
19730160;0;Sebastián Camilo;Avalos;Barrera;28;9;2001;VICTORINO LAYNEZ;9916;QUINTA NORMAL;1;0;11
21224601;8;Francisca Victoria;Marroquín;Zambrano;3;3;1982;CARRASCAL;5623;QUINTA NORMAL;0;0;13
21836319;9;Omar Nicolás;Castro;Molina;9;1;1989;ROJAS MAGALLANES;7931;LA FLORIDA;1;0;15
18609635;5;Javiera Constanza;Leyton;Barrera;3;6;1983;JUAN CRISTOBAL;6793;RECOLETA;1;1;10
27078692;8;Jose Joaquin;Alvial;Kunstmann;11;11;2000;BUTALCURA;8016;ESTACION CENTRAL;1;0;10
21978589;5;Miguel Andrés;Cadegan;Villaga;6;10;2002;PATRICIA;557;LAS CONDES;0;0;3
18390820;0;Ignacio Andrés;Valenzuela;Sanchez;29;7;1988;CHACABUCO;6239;RENCA;1;0;14
19026104;2;Paula Angélica;Landeres;Mingo;5;11;1994;LUIS INFANTE CERDA;5730;ESTACION CENTRAL;1;0;6
139294356;k;Ivonne Alejandra;Fernández;Providell;13;3;2005;ABATE MOLINA;2958;SANTIAGO;1;0;15
20746038;9;Felipe Ignacio;Poblete;Diaz;7;6;1990;PJE.;3180;LO ESPEJO;1;0;5
22035029;0;Raúl Alejandro;Pasten;González;1;3;1991;ANGEL PIMENTEL;8051;PUENTE ALTO;1;0;15
17673582;1;Iván Alexis;Ogas;Fuentes;20;12;2005;ISLA OWEN;940;PUDAHUEL;1;0;12
17311004;9;Camila Almendra;Valdés;Solano;19;4;1998;GUILLERMO MANN FRENTE AL;4916;ÑUÑOA;1;0;14
17265104;6;Maria Consuelo;Rondon;Ramon;1;8;2005;LEON WEISNSTEIN;5454;ÑUÑOA;1;0;2
21390508;2;Nicolás Ivan;Montes;Fariña;4;10;2008;ANTONIO VARAS FRENTE AL;3033;ÑUÑOA;1;1;3
20968412;8;Martin Vicente;Valdivia;Salamanca;6;3;1995;PADRE HURTADO;8455;SAN BERNARDO;1;0;10
17000925;8;David Miguel;Jara;Pardo;13;7;1995;NATANIEL COX;3423;SANTIAGO;1;0;1
17878356;4;Javier Constanza;Quezada;Olivares;13;7;1998;JORGE ALESSANDRI;2632;LA REINA;1;0;4
19827551;4;Vicente Joaquín;Muñoz;Urzua;22;2;2001;PARINACOTA;922;LA REINA;1;0;6
17083459;3;Iván Andres;Morales;Caro;26;3;1995;AV. SUR;4926;MAIPU;1;0;11
18025001;8;Mariana Fernanda;Labbe;Catoia;1;12;1994;MARCO ANTONIO;7760;MAIPU;1;0;1
17123600;2;Ruben Alejandro;Gonzalez;Diaz;26;9;1991;BENOZZO GOZZOLI;5187;SAN JOAQUIN;1;0;6
16129354;7;Gabriel Ignacio;Del Rio;Salinas;23;4;1985;TURQUESA;8357;LA FLORIDA;1;0;10
22245967;2;Gustavo Eduardo;Azolas;Rojo;31;12;1986;LAS ROSAS;7324;QUILICURA;1;0;14
21177896;2;Javiera Beatriz;Perez;Sepúlveda;17;8;2001;JUAN DE BARROS;7153;QUINTA NORMAL;1;0;14
17707807;k;Pablo Osvaldo;Riveros;Toledo;27;11;1982;LOS AROMOS;2825;CERRILLOS;1;1;10
16998941;9;Maria Alejandra;Tobar;Guzmán;9;12;1998;HUELEN;2632;CERRO NAVIA;1;0;2
4762111981;4;Paula Karina Meier;Vioar;Vives;23;6;2001;JOSE MANUEL BALMACEDA;9394;RENCA;1;0;1
22854534;1;Daniela Alejandra;Uribe;Correa;14;6;1981;PJE. COPIAPO;481;LA FLORIDA;1;0;14
18073924;6;Pilar Andrea;-;Santis;2;10;1966;LAS NIEVES ORIENTE;3120;PUENTE ALTO;1;0;9
16093305;4;Nicolás Manuel;Espinoza;Gonzalez;25;6;2000;LA CAPILLA;9180;LA PINTANA;1;0;6
21734628;2;Héctor Orlando;Burgos;Duran;3;11;2002;SENO OTWAY;6962;CERRO NAVIA;1;0;7
18461461;8;Fernanda Paz;Toledo;Gutiérrez;6;8;2003;DEPARTAMENTAL;7801;PEDRO AGUIRRE CERDA;1;0;12
17032558;3;Thomas Augusto;Cabellos;Fuenzalida;1;8;1987;LAS UVAS Y EL VIENTO;8677;LA GRANJA;1;0;9
16697900;5;Javiera Andrea;Lazcano;Moraga;11;4;1991;ECLIPSES;6860;MACUL;1;0;12
19733388;k;Martina;Lara;Barraza;26;11;1990;LINCOLN;903;LO ESPEJO;1;0;10
20466568;0;Francisco Javier;Flores;Vergara;14;3;2003;LOS NOGALES;4950;LA FLORIDA;1;1;4
18116043;8;Salvador Jesús;Cáceres;Meza;5;7;2001;CAPITAN AVALOS;4321;EL BOSQUE;1;0;13
17811043;8;Miguel Juan Pablo;Ortiz;Páez;24;4;2001;COLLAHUASI;8411;LA FLORIDA;1;0;12
18669803;7;David Ignacio;Maldonado;Díaz;16;1;1986;LA ESCUELA;6188;SAN MIGUEL;1;1;6
21342215;4;Francisca Rocio;Silva;Farias;5;9;2006;TOMAS MORO FRENTE AL;2507;LAS CONDES;1;0;7
17088996;7;Dante Orlando;Grinberg;Valenzuela;6;12;2005;RAFAEL MATUS;5751;LA FLORIDA;1;0;13
18171218;k;Cristobal Enrique;Galdames;Carvajal;25;4;2009;TEGUALDA;9589;PROVIDENCIA;1;0;7
21468379;2;Carlos Román;Jofré;Gonzalez;4;3;1990;FAUSTINO SARMIENTO;6244;ÑUÑOA;1;0;9
19706132;4;Oliver Alexis;Olivares;Guevara;27;5;2003;MANUEL ANTONIO TOCORNAL;4847;SANTIAGO;0;0;2
17923328;9;Rodrigo Andrés;Guerra;Gálvez;18;12;2000;JOSE MIGUEL DE LA BARRA;1221;SANTIAGO;1;0;7
13915847;4;Maria Jesús;Cespedes;Sepúlveda;16;1;1986;MARIANO NECOCHEA;8254;CERRO NAVIA;1;0;13
17033383;7;Diego Ignacio;-;Bahamorales;26;12;1986;LOS LIRIOS;5222;LO PRADO;1;0;12
18605214;5;Javiera Anahis;Solevicens;Villanueva;8;3;1983;TRES NORTE;1320;MAIPU;1;0;5
17063235;4;Javier Alonso;Zuñiga;Salfate;10;10;1994;PAPA SIME;1090;CERRO NAVIA;0;0;11
17027886;0;Paula Betania;Espinoza;Acuña;1;9;1985;CLODOMIRO FIGUEROA;7014;LA GRANJA;1;1;15
21768693;8;Alvaro Camiero;-;Contreras;14;8;2009;SAN DANIEL;7603;PUDAHUEL;1;0;7
17430083;6;Roger Patrick;Muñoz;Aborzúa;12;3;1993;LUIS CRUZ MARTINEZ;5689;ESTACION CENTRAL;1;0;8
22137663;3;Carolina Paz;Burgos;Mahowski;2;2;1985;TALCAHUANO;3848;QUINTA NORMAL;1;0;6
20825034;5;Carlos Andrés;Figueroa;Gaviola;2;11;1988;PEDRO ONCAS;2842;SAN BERNARDO;1;0;4
18357699;2;Angel Abel;Ramón;Riquelme;15;12;1990;LEONOR LA CORTE;2474;QUINTA NORMAL;1;0;11
19956148;0;Claudia Paz;Guerrero;Arratia;15;6;1991;CELANOVA;9497;LA PINTANA;1;0;12
20906989;k;Chantall Nayarett;Fernández;Rojas;29;3;1982;PRINCIPAL;1841;CONCHALI;1;0;1
17486360;1;Pablo Andrés;Maureira;Villalobos;2;1;2001;ZENTENO;7069;SANTIAGO;1;0;3
17319609;1;Andres;Moncado;Valenzuela;19;11;1981;JORGE HIRMAS;6749;RENCA;1;0;5
22938621;2;Mauricio Alexander;Vega;Aguirre;18;11;1986;DOCE SUR;6710;LO ESPEJO;1;0;5
16691842;1;Esteban Camilo;Castro;Orrego;27;8;2005;PADRE HURTADO;2167;ESTACION CENTRAL;1;0;6
21951510;3;Pamela Pilar;Saavedra;Lago;23;3;1989;HECTOR BOCCARDO;2545;INDEPENDENCIA;1;0;10
16739253;9;Yennifer Lourdes;Cari;Bascuñan;15;9;1997;CHAIHUIN;690;PUENTE ALTO;1;0;2
17313147;k;Nicole Fernanda;Benavides;Saavedra;12;4;2003;VICUÑA MACKENNA;2300;PROVIDENCIA;1;0;13
16751926;1;Fernando Feliciano;Lara;Aranguiz;9;12;1999;LA SERENA;6382;PUENTE ALTO;0;0;3
20908839;8;Isidora Andrea;Briceño;Roman;14;11;1990;ASUNCION;3503;RECOLETA;1;0;1
20224161;1;Katherin Denisse;Torres;Albornoz;19;8;1986;LUIS INFANTE CERDA;9050;ESTACION CENTRAL;1;0;13
17680814;4;Sofia Carolina;Lena;Soto;7;9;1998;URMENETA;6404;RECOLETA;1;0;9
20472079;7;Matías Ignacio;Masanes;Cancino;6;10;1998;JORGE CANNING;7696;SAN JOAQUIN;1;0;6
18863535;0;Danae Romane;Betancourt;Valdebenito;9;8;1984;EL DESCANSO;8929;MAIPU;1;0;9
20455604;0;Matias Rodrigo;Groselj;Vásquez;11;7;1992;PADRE FAUSTINO GAZZIERO;3868;INDEPENDENCIA;1;0;11
17026978;6;Diego Ignacio;Pereira;Baeza;12;7;2007;SAN DANIEL;7519;PUDAHUEL;1;1;13
15792126;6;Yrma Jacqueline;Rodríguez;Lindemann;10;5;1985;RADAL;2833;ESTACION CENTRAL;1;0;1
21148460;8;Matías Ignacio;Altimira;Cubillos;4;3;2000;TENIENTE PONCE;2760;CONCHALI;1;0;5
18121465;1;Monserrat Antonia;Ponce;Briones;7;2;1988;DOCTOR CARLOS MIRANDA;5600;PUENTE ALTO;1;0;9
20142088;1;Maria José Cerda;Maguida;Cárdenas;24;4;1998;UNO ORIENTE;3944;LA GRANJA;1;1;11
19220130;6;Sebastián Andrés;Soto;Cabrera;30;9;1992;TRECE PONIENTE;7407;LA GRANJA;1;0;11
18668504;0;Isidora de los Angeles;Vasquez;Avila;29;12;2000;SARGENTO REBOLLEDO;4040;EL BOSQUE;1;0;7
18730190;4;Cristobal Andrés;Forces;Cornejo;25;7;1989;SANTA ROSA;9730;PUENTE ALTO;1;0;9
19291493;2;Camilo Alejandro;Alarcón;Canales;19;11;1997;EL SALTO;7772;RECOLETA;0;0;8
19831099;9;María Belén;Alvíal;Llaña;26;9;2001;AV. BLANCO ENCALADA;4097;SANTIAGO;1;0;10
21903234;k;Andre Hopn Eono;Espina;Rojas;13;8;1987;SAN FRANCISCO;7079;LA PINTANA;1;0;1
22648704;2;Mónica Emperatriz;Vásquez;Vega;30;3;1990;MICHAY;946;RENCA;1;1;12
18602705;1;María José;Valle;Pinto;12;7;2004;AV. PROVIDENCIA FRENTE AL;4307;PROVIDENCIA;1;0;5
15776998;7;Andrea del Carmen;Van Abel;Cerda;8;2;1991;JOSE JOAQUIN PEREZ;4811;CERRO NAVIA;1;0;12
21081472;8;Katherine Marlene;Rosalez;Sena;29;11;1993;AV. INDEPENDENCIA;1000;CONCHALI;1;0;9
15338586;6;Javier Andres;Santander;Rodriguez;26;10;2004;MAR BALTICO;1538;PUDAHUEL;1;0;1
17008839;5;Antonia Ignacia;Saavedra;Mardones;24;7;2000;ISMAEL TOCORNAL;6992;SAN RAMON;1;0;15
19310498;9;Teresa de los Angeles;Díaz;Acevedo;30;4;2004;SAN PABLO;844;QUINTA NORMAL;1;0;15
21244459;6;Sebatián Andrés;Araya;Muñoz;4;9;2007;CALAMA;3248;LA REINA;1;0;2
18190537;9;Cindy Nathaly;Osorio;San Martin;5;8;2006;MIRAFLORES;2149;RENCA;1;0;8
16093904;4;Camila Andrea;Guzman;Ferrada;9;9;1990;CASTRO;9401;RENCA;1;0;12
17382876;4;Ignacio Andrés;Bravo;Farias;1;7;2006;EL CONQUISTADOR;1477;MAIPU;1;0;10
19841939;7;Carolina Vanessa;Penroz;Roa;27;6;1986;LOS AZAHARES;6529;PUENTE ALTO;1;1;4
18463260;8;Angel Etian;Bustos;Miranda;10;9;1985;VITACURA;5136;VITACURA;1;0;10
18668259;9;Cristóbal José;Cueller;Atria;6;3;1995;COMANDANTE MALBEC;8115;LO BARNECHEA;1;0;10
16358302;k;Pablo Hernán;Guzman;Sanhueza;14;6;2000;LAS CODORNICES;9218;MACUL;1;1;7
17188500;0;Camila Ignacia;Rubio;Del Castillo;17;7;1988;AV.;6041;MAIPU;1;0;11
16739959;2;Lorenzo Javier;Estay;Velez;5;11;2002;DIAGONAL CERVANTES;5955;SANTIAGO;1;0;14
20465011;k;Héctor Miguel;Guzman;Carvajal;26;6;2000;SALAR DEL CARMEN;7379;LA FLORIDA;1;1;5
20048003;1;Fabián Esteban;Bucarey;Frivola;10;9;1997;TIERRA DEL FUEGO FRENTE AL;4841;PUDAHUEL;1;0;11
20280147;1;María Paz;Rojas;Soto;12;5;1997;SICILIA;7533;RENCA;1;0;1
17049794;5;Valesca Susana;Castro;Harmeckur;2;12;1991;SAN CARLOS;9006;PUENTE ALTO;1;0;10
18246733;8;Belén Francisca;Zamora;Vasquez;9;12;2000;VECINAL;2999;SAN JOAQUIN;1;0;3
17382796;2;Sandra Camila;Opazo;Silva;2;11;1990;CRUZ;1797;INDEPENDENCIA;1;1;10
21511104;0;Benjamín Alejandro;Muñoz;Torres;2;4;1987;REY DON FELIPE;5267;LA PINTANA;1;0;7
18480982;3;Manuel Tomas;Bustamante;Hoga;25;9;1975;PORTALES;1068;MAIPU;1;0;6
17384;6;Matías David;Silva;Valenzuela;9;5;1979;URUGUAY;7303;CERRILLOS;1;0;12
20473453;4;José Ignacio;Herrera;Alvarez;16;9;1986;DOCE DE OCTUBRE;9041;PUDAHUEL;1;0;13
20049000;2;Felipe Ignacio;Silva;Osorio;27;8;2003;AV. LA FLORIDA;2655;LA FLORIDA;0;0;3
18120336;6;Danae Sabrina;Basulto;Bravo;30;10;1993;LO BARNECHEA CON EL GABINO S/N;2925;LO BARNECHEA;1;0;7
22524484;7;Jesus Alejandro;Solar;Adrian;9;11;1989;MANUEL RODRIGUEZ;1016;LA FLORIDA;1;0;14
19793311;9;Martin Alonso;Castro;Sánchez;12;9;2005;SAN JORGE;6024;LA FLORIDA;1;0;2
17006527;1;Agustina Antonia;Soto;Romero;2;9;1994;EDUCADORA ADELA ADWARDS;425;RECOLETA;1;0;5
19026825;4;Tomás Andres;Díaz;Aravena;15;6;1987;LASTRA;4193;INDEPENDENCIA;1;0;12
15359193;8;Felipe Ignacio;Cepeda;Rivas;21;7;1989;AV. RECOLETA;3336;RECOLETA;1;0;14
20844590;1;Estefania Paz;Correa;Galarce;3;11;1998;MARURI;7378;INDEPENDENCIA;1;0;14
19422511;3;Matias Antonio;Venegas;Zapata;28;10;1998;RIO VALDIVIA;4801;QUILICURA;1;0;1
16281593;8;Piero Alessandro;Díaz;Quillaques;5;1;1995;TORO MAZOTE;6292;ESTACION CENTRAL;1;0;7
19288010;6;Maria Teresa;Avandaño;Ordenes;12;8;1999;PADRE LORENZO EITING;5926;QUINTA NORMAL;1;0;3
22283629;8;Génesis Josefina Nicole;Rodríguez;Gil;4;3;1995;TERRAZAS;1848;MAIPU;1;0;15
21779617;2;Francisco Javier;Montero;Contreras;18;7;2008;ARTURO PRAT;6669;RENCA;1;0;3
17152427;k;Braulio David;Gacitua;Vallejos;18;8;1992;CERRO CASTILLO;3281;LO BARNECHEA;0;0;8
15340771;1;Ricardo;Fuentes;Lizama;26;12;1986;VIA LACTEA;3335;MAIPU;1;0;4
13285486;6;Nathalie Ivonne;Alfaro;Méndez;24;8;1989;DOMINGO FAUSTINO SARMIENTO;8099;MAIPU;1;0;7
19035951;4;Ambar Sarai;Ladrón de Guevara;Pérez;1;11;1975;VOLCAN OSORNO;500;RENCA;0;0;2
20466878;7;Francisca Alejandra;Ortíz;Alvarez;20;6;2000;GUILLERMO FRANKE;5362;ESTACION CENTRAL;1;0;5
20014563;1;Mauricio Javier;Yañez;Hernández;26;12;1992;CORONEL;5361;LA GRANJA;1;0;4
16611475;6;Sebastián Andrés;Valenzuela;Sotomayor;24;8;2000;NUEVA EXTREMADURA;2620;QUINTA NORMAL;1;0;4
17676659;2;Francisco Ignacio;Ogrodnik;Olivares;5;5;1987;VIA LACTEA;4869;MACUL;1;1;1
15932953;4;Mauren Catalina;Arenas;Provoste;27;6;1997;CAMPO DE DEPORTES;2792;ÑUÑOA;1;0;6
18882638;5;Sebastián Alexis;Silva;Duran;10;6;1988;PARAGUAY;3405;SAN RAMON;1;0;11
19800372;7;Karla Danae;Bascuñan;Espinoza;2;9;1989;EL LINGUE;1132;LA PINTANA;1;0;5
16612052;7;René Alberto;Plaza;Troncoso;26;3;2004;CLEOPATRA;7104;LA FLORIDA;0;0;15
17010023;9;Jasna Loreto;Bertoglio;López;25;5;1999;MUNICH;5013;CONCHALI;1;0;12
20257120;5;Constanza Almendra;Traub;Reveco;6;1;1997;LAS TORRES;508;PEÑALOLEN;1;0;4
20046370;6;Catalia Alejandra;Gatica;Jorquera;20;3;1982;SANTA LUISA;5782;QUILICURA;1;0;2
17027354;0;Constanza Beatriz;Arcos;Morales;22;10;1996;LAGO DEL BUDI;8760;PEÑALOLEN;1;0;12
18025625;3;Freddy Alejandro;Rubilar;Ibarra;9;7;1999;SAN FRANCISCO;9185;PUDAHUEL;1;1;10
22152895;6;Mysol Isidora;Fuentes;Ibañez;19;11;1998;LOS AROMOS;1240;LA CISTERNA;1;0;1
22349133;2;Ignacio Javier;Villanueva;Romero;4;10;1988;CAQUENA;5640;LA REINA;0;0;9
17027195;5;Patricio Antonio;Alvarado;Droguett;20;9;1989;PRINCIPAL;3831;CONCHALI;1;0;3
16407628;8;Ivan Andrés;Alava;Cornejo;24;10;1989;CHUNGARA;3844;MAIPU;1;0;6
20654056;7;Fabián Efrén;Solo de Zaldívar;Alvarez;9;12;1991;ALAMEDA FRENTE AL;665;ESTACION CENTRAL;1;0;13
18187247;0;Constanza Macarena;Poblete;Fuenzalida;8;2;2005;ISLA DE PASCUA;1010;PEDRO AGUIRRE CERDA;1;0;4
21993197;2;Gabriela Adriana;Barahona;Quiroga;2;11;1992;ROMA;1479;CERRO NAVIA;1;0;2
17089404;9;Daniela Margaret;Shand;Rebolledo;24;11;2004;ARTURO PRAT;2377;SANTIAGO;1;1;9
19439816;6;Macarena;Sandoval;Pérez;21;1;1999;SANTA CECILIA;5314;PUDAHUEL;1;0;1
12885895;4;Lenci Andrea;Inostroza;Lagos;16;8;1991;ISLA JAMES;771;PUENTE ALTO;1;0;6
22057548;9;Leandro Matias;Rivera;Corarrubias;23;7;2002;JOSE MANUEL IRARRAZABAL;8739;MAIPU;1;0;3
16028042;5;Fernanda Andrea;Andrade;Salinas;16;5;1986;HEROE GREGORIO MALDONADO;1605;RECOLETA;1;0;11
20236969;3;Angelo Giacomo;Cardenas;Reseco;27;12;1999;ADOLFO IBAÑEZ;7936;INDEPENDENCIA;1;0;5
20299339;7;Jasmary Natalia;Ramírez;Escalona;23;3;2006;OSCAR CHANK;1729;QUINTA NORMAL;1;0;12
15337811;8;Magdalena;Suazo;Chavez;14;5;1996;VALPARAISO;786;LO ESPEJO;1;0;1
17021631;8;Ignacio Alfonso;Rojas;Cerda;15;6;2002;LOS GIRASOLES;2814;LA GRANJA;1;0;14
16692728;5;Gabriel Antonio Villanueva;Lezama;Gavilan;6;10;1995;UCRANIA;7495;CERRILLOS;1;0;15
16408450;7;Lucas Matias;Castillo;Saavedra;3;12;2002;ISALA PEAK;4583;PUDAHUEL;1;0;3
17188636;8;Elves Luciano;Montero;Rodriguez;24;10;2000;JOAQUIN EDWARDS BELLO;5652;LA GRANJA;1;0;1
18153411;7;Ignacia Grisel;Tapia;Rios;20;5;1992;LAS TAGUAS;1847;PUDAHUEL;1;0;4
17783461;0;Haydee Gabriela Paullette;Hernández;Rosales;9;1;1993;OBSERVATORIO;5186;EL BOSQUE;1;0;4
16411137;7;Francisco José;Zamorano;Cabezas;9;2;2001;MAPOCHO SUR;6818;CERRO NAVIA;1;0;3
20538615;7;José Fernando;Binfa;Cornejo;31;3;2020;LOBELIA;6999;HUECHURABA;1;0;14
19953213;8;Alonso Antonio;Dattolli;Arriagada;14;3;2004;LO OVALLE;4746;LA GRANJA;1;1;11
17008979;0;Salvador Rodrigo;Herrera;Richter;8;5;1990;CAMINO PEÑALOLEN;5977;PEÑALOLEN;1;0;7
21482239;3;Natalia Valentina;Sandoval;Espina;19;3;1991;AV. FERMIN VIVACETA ESQ. GAMERO;7814;INDEPENDENCIA;1;0;12
19993405;8;Maximiliano Alfonso;Carmona;Varela;11;3;1990;SANTA LUISA;8566;QUILICURA;1;0;2
16412426;6;Catalina Rocío;Woodline;Delgado;10;1;2002;LAS NALCAS;3444;LA FLORIDA;1;1;5
13750320;4;Rocio Millaray;Silva;Valladares;24;3;2002;BLANCO ENCALADA;3743;QUILICURA;1;0;1
21464654;4;Juan Ignacio;Cruz;Urra;30;12;1995;CARLOS LUIS GONZALEZ;7959;LA FLORIDA;1;1;3
22129559;5;Francisca Catalina;Zanetti;Mahowski;23;6;2000;SANTA TERESA;6758;ESTACION CENTRAL;0;0;10
19081609;5;Sofia;Buccioni;Ayala;13;7;1988;EBANO;2624;CERRILLOS;1;0;9
1877310;k;Sebastían Alonso;Viga;Elgueta;5;5;1996;BUTACO;616;PUDAHUEL;1;0;5
18464456;8;Nelson Eduardo;Inostroza;Torres;3;6;2000;FRANCISCO VILLAGRA;1526;ÑUÑOA;1;0;11
18356700;4;Antonia Paz;Viveros;López;23;8;1992;CERRILLOS (ESQ. LOS ALMENDROS);9503;CERRILLOS;1;0;5
21485461;9;Cristobal José;-;Aguilera;6;9;2002;ISMAEL BRICEÑO;8117;QUILICURA;1;0;8
21151205;9;Valeska Andrea;Leiva;Nuñez;24;8;2000;QUACTEMOC;6377;PEDRO AGUIRRE CERDA;1;0;11
20298370;7;Luís Alejandro;Rathkamp;Vejar;20;2;1987;ACAPULCO;2352;LO ESPEJO;1;0;14
19992722;1;Jaime Alejandro;Fernández;Molina;7;5;2003;DOS SUR;599;RENCA;1;0;2
20238832;9;Maria Francisca;Rodriguez;Venegas;20;3;1993;BERNARDINO PARADA;687;LA PINTANA;1;0;10
19054300;5;Diego Ignacio;Ayala;Soto;26;5;1997;SANTA ELENA;5633;PUENTE ALTO;1;0;8
10657647;4;Ashley Stefan;Vidal;Bustos;27;12;1999;AV. INDEPENDENCIA;9477;INDEPENDENCIA;0;0;15
15801744;k;Federico Alberto;Solis;Vergas;22;4;1999;CANTO GENERAL;4586;LA GRANJA;1;0;9
21289488;5;Mariana del Carmen;Espinoza;Carrasco;30;11;2004;CERRO LA SILLA;6061;LA FLORIDA;1;0;3
20426242;k;Pbro. Agustin älvarez Ch.;Morales;Zarzuri;29;5;1995;SAN DIEGO;4360;SANTIAGO;1;1;7
16480146;2;Ariel Francisco;Castro;Hernández;28;9;1989;DEMIAN;7954;MAIPU;1;0;1
19227771;k;Felipe David;Parra;Gajardo;20;9;1996;SEGUNDA TRANSVERSAL;698;MAIPU;1;0;2
14185804;1;Rodrigo Alejandro;Retamales;Sanzana;1;3;1999;TRONCAL SAN FRANCISCO;488;PUENTE ALTO;1;0;15
20225843;3;Catalina Paz;Prades;San Martin;7;6;1989;LAS PALMERAS FRENTE AL;5288;ÑUÑOA;1;0;4
21044574;9;Jocelyn Andrea;Aguirre;Fuentes;21;5;2001;LOS PINGUINOS;9899;ESTACION CENTRAL;1;0;4
16152599;5;Constanza Gabriela;Reyes;González;5;8;1988;ICTINOS;3695;PEÑALOLEN;1;0;10
16265539;6;Sara Dalmira;Fuentes;Peñaloza;19;11;1985;ANGOL;5474;RENCA;1;1;5
17989001;4;Elisa Catalina;Aravena;Merino;10;11;1973;CARTWRIGHT;3584;LO BARNECHEA;1;0;11
19741924;5;Sofía Victoria;Sánchez;Celis;19;10;2002;CAMINO EL OTOÑAL FRENTE AL;2837;LAS CONDES;1;0;2
16647581;8;Giovanna Pablina;Villalobos;Díaz;15;6;1982;JALISCO;1131;LO ESPEJO;1;0;13
17190675;k;Camila Paz;Roa;Gallardo;25;5;1989;PEDRO DE MENDOZA;7096;SAN BERNARDO;1;0;10
20675049;k;Javiera Paz;Valdivia;Gómez;16;2;1989;GENARO PRIETO;815;RECOLETA;1;0;11
22043653;5;Carlos Gabriel;Canales;Carvajal;23;10;1999;NAVIDAD;7630;PEDRO AGUIRRE CERDA;1;0;1
17926576;1;Thiare Constanza;Rojas;Larraín;15;1;2002;POLCURA;4051;PEÑALOLEN;1;1;1
15641394;1;Renato Antonio;Martin;Abarca;9;2;1999;BACTEOROLOGICO;4649;LA FLORIDA;1;0;4
16131598;2;José Francisco;Macari;Aravena;21;4;2008;AV. DOMINGO SANTA MARIA;7008;RENCA;1;0;6
10093203;2;Sthefany Alessandra;Valenzuela;Ducand;14;9;1989;JOSE ARRIETA;6743;PEÑALOLEN;1;0;2
20465102;7;Mariela Solange;Velasco;Avalos;16;1;1986;JOSE GHIARDO;6195;LA GRANJA;1;0;11
16359169;3;Rodrigo Eduardo Sebastián;Cartagena;Fuentes;26;11;2004;RANCAGUA;2284;PROVIDENCIA;1;0;12
16933986;4;Antonio Rodrigo;Varas;Lillo;31;10;2007;JULIO MONTT SALAMANCA;8824;QUILICURA;1;0;15
18668280;7;Johanna Betzabet;Espinoza;Troncoso;5;5;1999;VILLA SUR;4220;PEDRO AGUIRRE CERDA;1;0;12
75581073280;70;María Jose;Campusano;Castillo;2;1;1989;CLAUDIO ARRAU;2338;EL BOSQUE;1;0;8
17025585;2;Mariana Josefa;Fuentes;Leonart;18;9;1995;CLAUDIO VICUÑA;6746;QUINTA NORMAL;1;0;1
15722957;5;Josefina Paz;Ganen;Muñoz;28;4;1978;LOS ARBUSTOS;3237;QUILICURA;1;0;14
17707079;3;Paulina Verónica;Olivares;Parra;15;4;1988;CARLOS VALDOVINOS;7013;PEDRO AGUIRRE CERDA;1;0;10
